;id;day;airline;destination;dest_region;dest_size;boarding_area;dept_time;wait_min;no_pass;cleanliness;safety;satisfaction
1609;1608;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;230.0;139;Somewhat clean;Very safe;1
1610;2800;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;31.12.2018;155.0;159;Somewhat clean;Somewhat safe;0
1612;666;Friday;UNITED INTL;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;235.0;292;Somewhat clean;Somewhat safe;1
1613;768;Sunday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;31.12.2018;150.0;155;Clean;Very safe;1
1614;3126;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;71.9999999999999;239;Somewhat clean;Somewhat safe;1
1615;2011;Friday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;125.0;280;Clean;Somewhat safe;1
1616;12;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;80.0;194;Average;Somewhat safe;0
1618;905;Tuesday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;130.0;164;Somewhat clean;Very safe;1
1619;903;Tuesday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;280.0;116;Somewhat clean;Very safe;1
1620;1117;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;31.12.2018;405.0;122;Somewhat clean;Very safe;1
1621;1110;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;31.12.2018;130.0;240;Clean;Very safe;1
1622;1915;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;245.0;135;Somewhat clean;Somewhat safe;1
1623;1265;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub     ;Gates 1-12;31.12.2018;215.0;182;Somewhat clean;Somewhat safe;1
1624;815;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;140.0;234;Average;Neutral;0
1625;948;Thursday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;120.0;260;Somewhat clean;Very safe;1
1627;1467;Tuesday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;31.12.2018;70.0000000000001;297;Clean;Very safe;1
1628;2094;Thursday;AMERICAN;PHILADELPHIA;East US;Large;Gates 50-59;31.12.2018;87.0;203;Clean;Very safe;1
1631;2754;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;240.0;199;Somewhat clean;Somewhat safe;1
1632;2553;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;120.0;297;Somewhat clean;Somewhat safe;1
1633;2608;Saturday;AEROMEXICO;MEXICO CITY;Canada/Mexico;Hub;Gates 1-12;31.12.2018;125.0;273;Average;Somewhat safe;0
1634;3059;Sunday;PHILIPPINE AIRLINES;MANILA;Asia;Medium;Gates 1-12;01.01.2018;275.0;151;Somewhat clean;Somewhat safe;1
1635;1515;Wednesday;DELTA;LOS ANGELES;West US;    Hub;Gates 40-48;31.12.2018;45.0;195;Clean;Very safe;1
1636;1955;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;155.0;277;Somewhat clean;Somewhat safe;1
1637;974;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;175.0;152;Somewhat clean;Somewhat safe;1
1638;527;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;165.0;106;Clean;Very safe;0
1639;2619;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;Medium;Gates 1-12;31.12.2018;165.0;101;Average;Neutral;1
1640;437;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;185.0;108;Somewhat clean;Very safe;1
1641;271;Thursday;UNITED;LOS ANGELES;West US;    Hub;Gates 70-90;31.12.2018;80.0;225;Clean;Somewhat safe;1
1642;2149;Wednesday;AIR CANADA;VANCOUVER;Canada/Mexico;    Medium;Gates 91-102;31.12.2018;84.9999999999999;240;Clean;Very safe;1
1643;755;Thursday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;145.0;210;Clean;Very safe;1
1644;2934;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;31.12.2018;15.0000000000001;103;Somewhat clean;Very safe;1
1645;2389;Wednesday;UNITED INTL;BEIJING;Asia;Hub     ;Gates 91-102;31.12.2018;285.0;178;Clean;Somewhat safe;1
1646;1959;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;31.12.2018;84.9999999999999;267;Somewhat clean;Very safe;1
1647;1796;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;145.0;235;Somewhat clean;Somewhat safe;1
1648;2189;Wednesday;AER LINGUS;DUBLIN;eur;    Large;Gates 91-102;31.12.2018;210.0;153;Somewhat clean;Very safe;1
1649;2667;Saturday;AEROMEXICO;MEXICO CITY;Canada/Mexico;Hub;Gates 1-12;31.12.2018;155.0;241;Clean;Very safe;0
1650;1136;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;70.0000000000001;155;Average;Somewhat safe;1
1651;2098;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;159.0;265;Clean;Very safe;1
1652;2818;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;610.0;112;Clean;Very safe;1
1654;650;Tuesday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;31.12.2018;120.0;150;Average;Very safe;0
1655;1032;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;94.99999999999979;189;Somewhat clean;Very safe;0
1656;3019;Tuesday;UNITED;PORTLAND;West US;    Medium;Gates 70-90;31.12.2018;362.0;161;Average;Neutral;1
1657;3029;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;31.12.2018;110.0;169;Clean;Very safe;1
1658;893;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub     ;Gates 91-102;31.12.2018;150.0;292;Clean;Very safe;1
1659;2272;Saturday;UNITED;BAKERSFIELD;West US;    Small;Gates 70-90;31.12.2018;88.0;128;Somewhat clean;Very safe;1
1660;2009;Friday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;205.0;297;Clean;Somewhat safe;0
1661;1443;Wednesday;FRONTIER;DENVER;West US;    Hub;Gates 20-39;01.01.2018;179.0;246;Clean;Very safe;1
1662;1586;Wednesday;UNITED INTL;HONG KONG;Asia;    Hub;Gates 91-102;31.12.2018;240.0;163;Clean;Very safe;1
1663;1269;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub     ;Gates 1-12;31.12.2018;165.0;165;Average;Neutral;1
1664;733;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;155.0;236;Average;Somewhat safe;0
1665;1615;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;230.0;280;Clean;Very safe;1
1666;2139;Wednesday;FRONTIER;DENVER;West US;    Hub;Gates 20-39;31.12.2018;153.0;230;Clean;Neutral;1
1667;361;Friday;LUFTHANSA;FRANKFURT;Europe;Hub;Gates 91-102;31.12.2018;145.0;112;Somewhat clean;Very safe;1
1668;2034;Wednesday;UNITED;NEWARK;EAST US;Hub     ;Gates 70-90;31.12.2018;90.0;174;Somewhat clean;Very safe;1
1669;260;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;105.0;100;Clean;Very safe;1
1670;3078;Sunday;PHILIPPINE AIRLINES;MANILA;Asia;Medium;Gates 1-12;01.01.2018;230.0;244;Somewhat clean;Neutral;1
1672;1494;Wednesday;HAWAIIAN AIR;HONOLULU;West US;Medium;Gates 1-12;31.12.2018;90.0;201;Somewhat clean;Very safe;1
1673;1809;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;70.0000000000001;169;Somewhat clean;Neutral;1
1674;2614;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;Medium;Gates 1-12;31.12.2018;165.0;226;Somewhat clean;Somewhat safe;1
1675;822;Sunday;ALASKA;NASHVILLE;Midwest US;    Medium;Gates 50-59;31.12.2018;156.0;160;Somewhat clean;Very safe;0
1676;225;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;160.0;166;Clean;Very safe;1
1677;2187;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;    Hub;Gates 1-12;31.12.2018;195.0;158;Somewhat clean;Somewhat safe;0
1678;1650;Saturday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;170.0;203;Clean;Somewhat safe;1
1679;3270;Tuesday;UNITED;LAS VEGAS;West US;Hub;Gates 70-90;31.12.2018;130.0;287;Average;Very safe;1
1680;2267;Saturday;UNITED;BAKERSFIELD;West US;Small;Gates 70-90;31.12.2018;118.0;122;Somewhat clean;Very safe;1
1681;388;Friday;ALASKA;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;100.0;172;Somewhat clean;Very safe;1
1682;2744;Friday;UNITED;KAHULUI;West US;Small;Gates 60-69;31.12.2018;92.0;263;Somewhat clean;Neutral;1
1683;1057;Friday;AIR CANADA;CALGARY;Canada/Mexico;Medium;Gates 91-102;31.12.2018;295.0;258;Clean;Somewhat safe;1
1684;2192;Thursday;SOUTHWEST;LAS VEGAS;West US;    Hub;Gates 20-39;31.12.2018;180.0;126;Clean;Very safe;1
1685;2644;Tuesday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;31.12.2018;120.0;126;Average;Somewhat safe;1
1687;1205;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;31.12.2018;59.99999999999989;240;Clean;Somewhat safe;1
1688;724;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;227.0;236;Somewhat clean;Very safe;1
1689;2095;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;139.0;124;Clean;Very safe;1
1690;1318;Tuesday;UNITED INTL;LONDON HEATHROW;eur;    Hub;Gates 91-102;31.12.2018;140.0;267;Clean;Neutral;1
1691;997;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;85.0;258;Somewhat clean;Somewhat safe;1
1692;1202;Tuesday;SOUTHWEST;LAS VEGAS;West US;Hub;Gates 20-39;31.12.2018;40.0;278;Average;Neutral;0
1693;1911;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;125.0;228;Average;Neutral;0
1695;300;Thursday;UNITED;SAN DIEGO;West US;Medium;Gates 70-90;31.12.2018;152.0;155;Somewhat clean;Very safe;1
1696;2312;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;165.0;131;Somewhat clean;Somewhat safe;1
1697;3281;Wednesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;31.12.2018;125.0;170;Somewhat clean;Very safe;0
1698;830;Sunday;ALASKA;NASHVILLE;Midwest US;    Medium;Gates 50-59;31.12.2018;246.0;183;Somewhat clean;Very safe;0
1699;2645;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;120.0;201;Clean;Very safe;1
1701;2866;Wednesday;UNITED;WASHINGTON DC-DULLES;East US;Medium;Gates 70-90;31.12.2018;86.9999999999999;100;Somewhat clean;Very safe;1
1702;400;Saturday;UNITED;PHOENIX;West US;    Hub;Gates 70-90;31.12.2018;115.0;187;Clean;Very safe;1
1703;1857;Sunday;ALASKA;KAHULUI;West US;Small;Gates 50-59;31.12.2018;115.0;235;Somewhat clean;Somewhat safe;0
1704;357;Friday;LUFTHANSA;FRANKFURT;Europe;Hub;Gates 91-102;31.12.2018;150.0;234;Somewhat clean;Somewhat safe;1
1705;2615;Saturday;AEROMEXICO;MEXICO CITY;Canada/Mexico;    Hub;Gates 1-12;31.12.2018;245.0;248;Average;Neutral;0
1706;204;Wednesday;AMERICAN;LOS ANGELES;West US;Hub     ;Gates 50-59;31.12.2018;130.0;128;Average;Very safe;0
1707;2729;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;105.0;258;Clean;Very safe;1
1708;301;Wednesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;94.9999999999999;178;Average;Somewhat safe;1
1709;2198;Thursday;CATHAY PACIFIC;HONG KONG;Asia;    Hub;Gates 1-12;31.12.2018;120.0;245;Average;Neutral;0
1710;2492;Friday;UNITED;DENVER;West US;Hub;Gates 70-90;31.12.2018;56.0;241;Somewhat clean;Very safe;1
1711;1390;Tuesday;UNITED INTL;PARIS-DE GAULLE;Europe;Hub;Gates 91-102;31.12.2018;165.0;157;Clean;Very safe;1
1712;2509;Friday;ALASKA;SALT LAKE CITY;West US;Medium;Gates 1-12;31.12.2018;75.0000000000001;238;Clean;Very safe;1
1713;1694;Sunday;ALASKA;SANTA ANA;West US;Medium;Gates 50-59;31.12.2018;292.0;206;Clean;Very safe;1
1714;1427;Saturday;UNITED;KANSAS CITY;Midwest US;Medium     ;Gates 70-90;31.12.2018;59.99999999999989;248;Average;Somewhat safe;0
1715;3247;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;31.12.2018;425.0;131;Clean;Very safe;1
1716;969;Friday;LUFTHANSA;MUNICH;eur;    Hub;Gates 91-102;31.12.2018;235.0;141;Somewhat clean;Somewhat safe;0
1717;2064;Friday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;135.0;128;Clean;Somewhat safe;1
1718;1434;Wednesday;FRONTIER;DENVER;West US;Hub     ;Gates 20-39;01.01.2018;209.0;156;Clean;Very unsafe;1
1719;1066;Friday;AIR CANADA;CALGARY;Canada/Mexico;Medium;Gates 91-102;31.12.2018;235.0;285;Clean;Very safe;1
1720;267;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;175.0;208;Somewhat clean;Somewhat safe;1
1721;2017;Friday;BRITISH AIRWAYS;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;90.0;234;Somewhat clean;Neutral;1
1723;1768;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;95.0;231;Somewhat clean;Somewhat safe;1
1724;1728;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;390.0;160;Somewhat clean;Somewhat safe;0
1725;3049;Tuesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;80.0;244;Clean;Very safe;1
1726;1408;Saturday;UNITED;KANSAS CITY;Midwest US;Medium;Gates 70-90;31.12.2018;169.0;278;Somewhat clean;Somewhat safe;1
1727;2898;Sunday;WOW;REYKJAVIK;Europe;Small;Gates 1-12;31.12.2018;175.0;267;Somewhat clean;Somewhat safe;1
1728;2511;Friday;ALASKA;SALT LAKE CITY;West US;    Medium;Gates 1-12;31.12.2018;120.0;285;Average;Somewhat safe;1
1730;3240;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;31.12.2018;155.0;251;Somewhat clean;Very safe;0
1731;4;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub     ;Gates 20-39;31.12.2018;75.0000000000001;214;Somewhat clean;Somewhat safe;0
1732;334;Wednesday;SOUTHWEST;PHOENIX;West US;    Hub;Gates 20-39;31.12.2018;200.0;289;Somewhat clean;Somewhat safe;0
1733;3113;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;110.0;112;Average;Very safe;0
1734;1457;Saturday;UNITED;PORTLAND;West US;Medium;Gates 70-90;31.12.2018;84.9999999999999;141;Clean;Very safe;1
1735;2652;Tuesday;SOUTHWEST;DENVER;West US;    Hub;Gates 20-39;31.12.2018;79.9999999999999;252;Clean;Very safe;1
1736;1391;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub;Gates 91-102;31.12.2018;105.0;154;Clean;Very safe;1
1737;3187;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;345.0;147;Somewhat clean;Somewhat safe;0
1738;3056;Tuesday;AMERICAN;MIAMI;East US;Hub;Gates 50-59;31.12.2018;245.0;246;Somewhat clean;Very safe;1
1739;2891;Wednesday;UNITED;AUSTIN;Midwest US;    Medium;Gates 70-90;31.12.2018;210.0;159;Clean;Very safe;1
1740;878;Tuesday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;115.0;250;Clean;Very safe;1
1741;1808;Monday;UNITED INTL;LONDON HEATHROW;eur;Hub     ;Gates 91-102;31.12.2018;155.0;136;Somewhat clean;Somewhat safe;1
1742;2779;Sunday;WOW;REYKJAVIK;Europe;Small;Gates 1-12;31.12.2018;145.0;141;Clean;Very safe;1
1743;604;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;282.0;171;Somewhat clean;Somewhat safe;1
1744;2449;Tuesday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;87.0;188;Average;Somewhat safe;1
1746;1759;Monday;LUFTHANSA;MUNICH;eur;    Hub;Gates 91-102;31.12.2018;295.0;246;Somewhat clean;Somewhat safe;1
1747;2396;Wednesday;UNITED INTL;SYDNEY;Australia/New Zealand;Hub;Gates 91-102;31.12.2018;125.0;161;Somewhat clean;Very safe;1
1748;1206;Tuesday;SOUTHWEST;LAS VEGAS;West US;    Hub;Gates 20-39;31.12.2018;165.0;286;Average;Neutral;1
1750;2119;Monday;UNITED INTL;MEXICO CITY;Canada/Mexico;Hub;Gates 91-102;31.12.2018;160.0;285;Clean;Very safe;1
1751;2015;Friday;BRITISH AIRWAYS;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;225.0;293;Clean;Somewhat safe;0
1752;2047;Friday;BRITISH AIRWAYS;LONDON HEATHROW;eur;    Hub;Gates 1-12;31.12.2018;180.0;155;Somewhat clean;Very safe;1
1753;2217;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;180.0;244;Average;Neutral;1
1754;1259;Thursday;UNITED INTL;TOKYO-NARITA;Asia;Hub;Gates 91-102;31.12.2018;270.0;252;Somewhat clean;Neutral;1
1755;1939;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;185.0;143;Somewhat clean;Somewhat safe;1
1756;1555;Wednesday;DELTA;ATLANTA;EAST US;Hub     ;Gates 40-48;31.12.2018;105.0;188;Somewhat clean;Somewhat safe;0
1757;1642;Saturday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;170.0;211;Average;Very safe;1
1758;2300;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;120.0;214;Clean;Somewhat safe;1
1759;1461;Tuesday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;31.12.2018;340.0;155;Average;Somewhat safe;0
1760;2206;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;31.12.2018;210.0;264;Clean;Somewhat safe;1
1761;1742;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;215.0;104;Clean;Very safe;1
1764;1448;Saturday;UNITED;PORTLAND;West US;Medium;Gates 70-90;31.12.2018;160.0;212;Somewhat clean;Somewhat safe;1
1765;1248;Thursday;CHINA EASTERN;SHANGHAI;Asia;Hub;Gates 1-12;31.12.2018;140.0;116;Somewhat clean;Somewhat safe;1
1767;3079;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;31.12.2018;193.0;113;Clean;Somewhat safe;1
1768;2962;Tuesday;AMERICAN;NEW YORK-JFK;East US;Hub;Gates 50-59;31.12.2018;115.0;101;Somewhat clean;Somewhat safe;1
1769;567;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;59.99999999999989;135;Somewhat clean;Somewhat safe;0
1770;3246;Wednesday;AMERICAN;PHOENIX;West US;Hub;Gates 50-59;31.12.2018;94.99999999999979;287;Clean;Neutral;1
1771;1627;Thursday;KOREAN AIR;SEOUL;Asia;Hub;Gates 1-12;31.12.2018;225.0;300;Clean;Very safe;1
1772;1749;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;145.0;239;Clean;Very safe;1
1774;996;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;55.0;172;Somewhat clean;Somewhat safe;0
1775;706;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;245.0;194;Somewhat clean;Very safe;1
1776;1689;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;120.0;235;Somewhat clean;Very safe;1
1777;3032;Tuesday;UNITED;PORTLAND;West US;    Medium;Gates 70-90;31.12.2018;95.0000000000001;102;Average;Somewhat safe;0
1778;704;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;185.0;142;Average;Somewhat safe;0
1779;1629;Thursday;KOREAN AIR;SEOUL;Asia;Hub;Gates 1-12;31.12.2018;135.0;181;Average;Very safe;1
1780;2485;Friday;UNITED;DENVER;West US;Hub;Gates 70-90;31.12.2018;155.0;255;Somewhat clean;Somewhat safe;1
1782;3146;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;31.12.2018;45.0;102;Average;Very safe;0
1785;470;Sunday;UNITED;DENVER;West US;Hub;Gates 70-90;31.12.2018;131.0;258;Clean;Neutral;1
1786;1665;Saturday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;132.0;200;Clean;Very safe;1
1787;1765;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;100.0;230;Somewhat clean;Somewhat safe;1
1788;218;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;95.0000000000001;169;Clean;Very safe;1
1789;640;Thursday;ALASKA;NEW ORLEANS;Midwest US;Medium;Gates 50-59;31.12.2018;140.0;227;Somewhat clean;Somewhat safe;1
1791;2273;Wednesday;WOW;REYKJAVIK;Europe;Small;Gates 91-102;31.12.2018;175.0;267;Clean;Very safe;1
1792;3219;Thursday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;160.0;259;Average;Very safe;1
1794;397;Friday;ALASKA;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;175.0;100;Somewhat clean;Very safe;1
1796;332;Wednesday;SOUTHWEST;PHOENIX;West US;Hub;Gates 20-39;31.12.2018;200.0;159;Somewhat clean;Very safe;1
1797;1023;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;79.9999999999999;293;Clean;Very safe;1
1798;1840;Monday;TURKISH AIRLINES;ISTANBUL;middle east;Hub     ;Gates 91-102;31.12.2018;165.0;286;Average;Somewhat safe;1
1799;2897;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;31.12.2018;155.0;185;Clean;Very safe;1
1801;1350;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub;Gates 91-102;31.12.2018;260.0;240;Somewhat clean;Very safe;1
1802;1376;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub     ;Gates 91-102;31.12.2018;205.0;220;Somewhat clean;Somewhat safe;1
1803;1507;Wednesday;DELTA;LOS ANGELES;West US;Hub     ;Gates 40-48;31.12.2018;120.0;100;Clean;Very safe;1
1804;1792;Saturday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 70-90;31.12.2018;540.0;250;Somewhat clean;Very safe;1
1805;514;Sunday;UNITED;KAHULUI;West US;Small;Gates 60-69;31.12.2018;302.0;289;Somewhat clean;Very safe;1
1806;459;Sunday;ALASKA;LAS VEGAS;West US;Hub;Gates 50-59;31.12.2018;90.0;142;Clean;Very safe;0
1807;1926;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;eur;    Hub;Gates 1-12;31.12.2018;110.0;133;Average;Somewhat safe;1
1808;5;Tuesday;SOUTHWEST;LOS ANGELES;West US;    Hub;Gates 20-39;31.12.2018;170.0;179;Somewhat clean;Very safe;1
1809;590;Thursday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;31.12.2018;145.0;233;Somewhat clean;Very safe;1
1810;1506;Wednesday;HAWAIIAN AIR;HONOLULU;West US;Medium;Gates 1-12;31.12.2018;168.0;128;Clean;Very safe;1
1811;1741;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;270.0;135;Clean;Very safe;1
1812;2208;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;725.0;230;Somewhat clean;Somewhat safe;0
1813;542;Thursday;EMIRATES;DUBAI;Middle East;Hub;Gates 1-12;31.12.2018;135.0;200;Clean;Very safe;1
1814;1766;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;145.0;124;Clean;Very safe;1
1815;1697;Sunday;ALASKA;SANTA ANA;West US;Medium;Gates 50-59;31.12.2018;247.0;260;Somewhat clean;Very safe;1
1816;2439;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;31.12.2018;250.0;161;Dirty;Neutral;0
1817;3283;Wednesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;31.12.2018;95.0;260;Somewhat clean;Somewhat safe;1
1819;703;Wednesday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;185.0;211;Average;Neutral;1
1820;304;Thursday;UNITED;SAN DIEGO;West US;    Medium;Gates 70-90;31.12.2018;152.0;188;Average;Neutral;0
1822;2953;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;31.12.2018;60.00000000000011;234;Clean;Very safe;1
1823;2196;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;31.12.2018;74.9999999999999;282;Average;Somewhat safe;0
1824;3002;Tuesday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;31.12.2018;80.0;204;Clean;Very safe;1
1825;2642;Tuesday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;31.12.2018;120.0;109;Clean;Somewhat safe;1
1826;2104;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;94.0;129;Somewhat clean;Neutral;1
1827;2237;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;31.12.2018;195.0;124;Somewhat clean;Somewhat safe;1
1828;199;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;130.0;188;Clean;Very safe;1
1829;1520;Wednesday;INTERJET;GUADALAJARA;Canada/Mexico;Medium;Gates 1-12;31.12.2018;205.0;271;Clean;Neutral;1
1830;236;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;115.0;118;Average;Somewhat safe;0
